timestamp,device_id,watts
2026-01-05T02:30:00Z,television,5.766
2026-01-05T02:30:00Z,game_console,11.306
2026-01-05T02:30:00Z,printer,2.43
2026-01-05T02:35:00Z,refrigerator,2.508
2026-01-05T02:35:00Z,television,5.269
2026-01-05T02:35:00Z,game_console,11.429
2026-01-05T02:35:00Z,printer,1.909
2026-01-05T02:40:00Z,refrigerator,4.019
2026-01-05T02:40:00Z,television,5.204
2026-01-05T02:40:00Z,game_console,12.272
2026-01-05T02:40:00Z,printer,2.455
2026-01-05T02:45:00Z,refrigerator,3.706
2026-01-05T02:45:00Z,television,4.605
2026-01-05T02:45:00Z,game_console,11.889
2026-01-05T02:45:00Z,printer,2.545
2026-01-05T02:50:00Z,refrigerator,3.107
2026-01-05T02:50:00Z,television,4.592
2026-01-05T02:50:00Z,game_console,11.485
2026-01-05T02:50:00Z,printer,2.542
2026-01-05T02:55:00Z,refrigerator,4.244
2026-01-05T02:55:00Z,television,4.846
2026-01-05T02:55:00Z,game_console,11.618
2026-01-05T02:55:00Z,printer,2.35
2026-01-05T03:00:00Z,refrigerator,88.018
2026-01-05T03:00:00Z,television,4.76
2026-01-05T03:00:00Z,game_console,12.284
2026-01-05T03:00:00Z,printer,2.284
2026-01-05T03:05:00Z,refrigerator,87.676
2026-01-05T03:05:00Z,television,4.531
2026-01-05T03:05:00Z,game_console,11.81
2026-01-05T03:05:00Z,printer,2.376
2026-01-05T03:10:00Z,refrigerator,87.227
2026-01-05T03:10:00Z,television,4.622
2026-01-05T03:10:00Z,game_console,12.024
2026-01-05T03:10:00Z,printer,2.494
2026-01-05T03:15:00Z,refrigerator,87.705
2026-01-05T03:15:00Z,television,5.162
2026-01-05T03:15:00Z,game_console,11.936
2026-01-05T03:15:00Z,printer,2.214
2026-01-05T03:20:00Z,refrigerator,87.108
2026-01-05T03:20:00Z,television,4.885
2026-01-05T03:20:00Z,game_console,11.506
2026-01-05T03:20:00Z,printer,1.988
2026-01-05T03:25:00Z,refrigerator,2.112
2026-01-05T03:25:00Z,television,5.048
2026-01-05T03:25:00Z,game_console,11.519
2026-01-05T03:25:00Z,printer,2.443
2026-01-05T03:30:00Z,refrigerator,2.673
2026-01-05T03:30:00Z,television,5.848
2026-01-05T03:30:00Z,game_console,12.111
2026-01-05T03:30:00Z,printer,2.038
2026-01-05T03:35:00Z,refrigerator,2.27
2026-01-05T03:35:00Z,television,5.301
2026-01-05T03:35:00Z,game_console,11.774
2026-01-05T03:35:00Z,printer,2.225
2026-01-05T03:40:00Z,refrigerator,2.196
2026-01-05T03:40:00Z,television,5.244
2026-01-05T03:40:00Z,game_console,12.059
2026-01-05T03:40:00Z,printer,2.162
2026-01-05T03:45:00Z,refrigerator,2.513
2026-01-05T03:45:00Z,television,5.791
2026-01-05T03:45:00Z,game_console,11.596
2026-01-05T03:45:00Z,printer,2.547
2026-01-05T03:50:00Z,refrigerator,3.553
2026-01-05T03:50:00Z,television,4.503
2026-01-05T03:50:00Z,game_console,11.747
2026-01-05T03:50:00Z,printer,1.954
2026-01-05T03:55:00Z,refrigerator,3.787
2026-01-05T03:55:00Z,television,5.089
2026-01-05T03:55:00Z,game_console,11.386
2026-01-05T03:55:00Z,printer,2.516
2026-01-05T04:00:00Z,refrigerator,3.818
2026-01-05T04:00:00Z,television,5.351
2026-01-05T04:00:00Z,game_console,11.868
2026-01-05T04:00:00Z,printer,1.902
2026-01-05T04:05:00Z,refrigerator,4.258
2026-01-05T04:05:00Z,television,4.922
2026-01-05T04:05:00Z,game_console,11.824
2026-01-05T04:05:00Z,printer,2.193
2026-01-05T04:10:00Z,refrigerator,3.034
2026-01-05T04:10:00Z,television,4.525
2026-01-05T04:10:00Z,game_console,12.193
2026-01-05T04:10:00Z,printer,2.195
2026-01-05T04:15:00Z,refrigerator,2.844
2026-01-05T04:15:00Z,television,5.705
2026-01-05T04:15:00Z,game_console,12.16
2026-01-05T04:15:00Z,printer,2.353
2026-01-05T04:20:00Z,refrigerator,4.078
2026-01-05T04:20:00Z,television,4.989
2026-01-05T04:20:00Z,game_console,11.405
2026-01-05T04:20:00Z,printer,2.093
2026-01-05T04:25:00Z,refrigerator,3.344
2026-01-05T04:25:00Z,television,5.602
2026-01-05T04:25:00Z,game_console,12.034
2026-01-05T04:25:00Z,printer,2.291
2026-01-05T04:30:00Z,refrigerator,88.242
2026-01-05T04:30:00Z,television,5.432
2026-01-05T04:30:00Z,game_console,11.875
2026-01-05T04:30:00Z,printer,1.861
2026-01-05T04:35:00Z,refrigerator,88.112
2026-01-05T04:35:00Z,television,4.886
2026-01-05T04:35:00Z,game_console,11.372
2026-01-05T04:35:00Z,printer,2.279
2026-01-05T04:40:00Z,refrigerator,88.818
2026-01-05T04:40:00Z,television,4.896
2026-01-05T04:40:00Z,game_console,11.97
2026-01-05T04:40:00Z,printer,2.288
2026-01-05T04:45:00Z,refrigerator,88.435
2026-01-05T04:45:00Z,television,5.721
2026-01-05T04:45:00Z,game_console,11.996
2026-01-05T04:45:00Z,printer,1.906
2026-01-05T04:50:00Z,refrigerator,88.281
2026-01-05T04:50:00Z,television,4.988
2026-01-05T04:50:00Z,game_console,11.717
2026-01-05T04:50:00Z,printer,2.322
2026-01-05T04:55:00Z,refrigerator,2.317
2026-01-05T04:55:00Z,television,5.378
2026-01-05T04:55:00Z,game_console,12.238
2026-01-05T04:55:00Z,printer,1.904
2026-01-05T05:00:00Z,refrigerator,3.944
2026-01-05T05:00:00Z,television,5.491
2026-01-05T05:00:00Z,game_console,11.704
2026-01-05T05:00:00Z,printer,2.386
2026-01-05T05:05:00Z,refrigerator,2.09
2026-01-05T05:05:00Z,television,4.725
2026-01-05T05:05:00Z,game_console,12.298
2026-01-05T05:05:00Z,printer,2.285
2026-01-05T05:10:00Z,refrigerator,2.302
2026-01-05T05:10:00Z,television,4.681
2026-01-05T05:10:00Z,game_console,11.747
2026-01-05T05:10:00Z,printer,2.232
2026-01-05T05:15:00Z,refrigerator,4.276
2026-01-05T05:15:00Z,television,4.761
2026-01-05T05:15:00Z,game_console,11.936
2026-01-05T05:15:00Z,printer,2.158
2026-01-05T05:20:00Z,refrigerator,3.237
2026-01-05T05:20:00Z,television,5.818
2026-01-05T05:20:00Z,game_console,11.418
2026-01-05T05:20:00Z,printer,2.435
2026-01-05T05:25:00Z,refrigerator,3.656
2026-01-05T05:25:00Z,television,4.875
2026-01-05T05:25:00Z,game_console,11.42
2026-01-05T05:25:00Z,printer,2.373
2026-01-05T05:30:00Z,refrigerator,3.948
2026-01-05T05:30:00Z,television,4.984
2026-01-05T05:30:00Z,game_console,11.438
2026-01-05T05:30:00Z,printer,2.239
2026-01-05T05:35:00Z,refrigerator,3.509
2026-01-05T05:35:00Z,television,5.002
2026-01-05T05:35:00Z,game_console,11.711
2026-01-05T05:35:00Z,printer,1.922
2026-01-05T05:40:00Z,refrigerator,2.239
2026-01-05T05:40:00Z,television,4.811
2026-01-05T05:40:00Z,game_console,12.058
2026-01-05T05:40:00Z,printer,1.935
2026-01-05T05:45:00Z,refrigerator,2.375
2026-01-05T05:45:00Z,television,5.15
2026-01-05T05:45:00Z,game_console,11.51
2026-01-05T05:45:00Z,printer,2.018
2026-01-05T05:50:00Z,refrigerator,3.668
2026-01-05T05:50:00Z,television,4.827
2026-01-05T05:50:00Z,game_console,11.862
2026-01-05T05:50:00Z,printer,1.909
2026-01-05T05:55:00Z,refrigerator,3.142
2026-01-05T05:55:00Z,television,5.477
2026-01-05T05:55:00Z,game_console,11.748
2026-01-05T05:55:00Z,printer,1.983
2026-01-05T06:00:00Z,refrigerator,86.872
2026-01-05T06:00:00Z,television,4.885
2026-01-05T06:00:00Z,game_console,11.709
2026-01-05T06:00:00Z,printer,17.721
2026-01-05T06:05:00Z,refrigerator,87.823
2026-01-05T06:05:00Z,television,5.212
2026-01-05T06:05:00Z,game_console,11.364
2026-01-05T06:05:00Z,printer,18.115
2026-01-05T06:10:00Z,refrigerator,89.094
2026-01-05T06:10:00Z,television,5.484
2026-01-05T06:10:00Z,game_console,11.75
2026-01-05T06:10:00Z,printer,18.233
2026-01-05T06:15:00Z,refrigerator,89.068
2026-01-05T06:15:00Z,television,5.83
2026-01-05T06:15:00Z,game_console,12.252
2026-01-05T06:15:00Z,printer,18.186
2026-01-05T06:20:00Z,refrigerator,89.064
2026-01-05T06:20:00Z,television,5.566
2026-01-05T06:20:00Z,game_console,11.625
2026-01-05T06:20:00Z,printer,1.944
2026-01-05T06:25:00Z,refrigerator,3.069
2026-01-05T06:25:00Z,television,5.484
2026-01-05T06:25:00Z,game_console,11.569
2026-01-05T06:25:00Z,printer,2.102
2026-01-05T06:30:00Z,refrigerator,2.097
2026-01-05T06:30:00Z,television,4.557
2026-01-05T06:30:00Z,game_console,11.559
2026-01-05T06:30:00Z,printer,2.444
2026-01-05T06:35:00Z,refrigerator,2.045
2026-01-05T06:35:00Z,television,4.71
2026-01-05T06:35:00Z,game_console,11.7
2026-01-05T06:35:00Z,printer,2.528
2026-01-05T06:40:00Z,refrigerator,2.422
2026-01-05T06:40:00Z,television,4.561
2026-01-05T06:40:00Z,game_console,11.349
2026-01-05T06:40:00Z,printer,2.091
2026-01-05T06:45:00Z,refrigerator,1.913
2026-01-05T06:45:00Z,television,5.439
2026-01-05T06:45:00Z,game_console,11.362
2026-01-05T06:45:00Z,printer,1.983
2026-01-05T06:50:00Z,refrigerator,2.084
2026-01-05T06:50:00Z,television,4.878
2026-01-05T06:50:00Z,game_console,11.388
2026-01-05T06:50:00Z,printer,1.965
2026-01-05T06:55:00Z,refrigerator,2.365
2026-01-05T06:55:00Z,television,4.827
2026-01-05T06:55:00Z,game_console,11.934
2026-01-05T06:55:00Z,printer,2.109
2026-01-05T07:00:00Z,refrigerator,2.397
2026-01-05T07:00:00Z,television,4.517
2026-01-05T07:00:00Z,game_console,0.765
2026-01-05T07:00:00Z,printer,2.448
2026-01-05T07:05:00Z,refrigerator,4.175
2026-01-05T07:05:00Z,television,5.493
2026-01-05T07:05:00Z,game_console,0.333
2026-01-05T07:05:00Z,printer,2.08
2026-01-05T07:10:00Z,refrigerator,2.368
2026-01-05T07:10:00Z,television,5.116
2026-01-05T07:10:00Z,game_console,0.318
2026-01-05T07:10:00Z,printer,2.506
2026-01-05T07:15:00Z,refrigerator,2.381
2026-01-05T07:15:00Z,television,5.479
2026-01-05T07:15:00Z,game_console,0.631
2026-01-05T07:15:00Z,printer,2.311
2026-01-05T07:20:00Z,refrigerator,3.372
2026-01-05T07:20:00Z,television,4.559
2026-01-05T07:20:00Z,game_console,0.047
2026-01-05T07:20:00Z,printer,2.213
2026-01-05T07:25:00Z,refrigerator,3.348
2026-01-05T07:25:00Z,television,5.847
2026-01-05T07:25:00Z,game_console,0.686
2026-01-05T07:25:00Z,printer,2.002
2026-01-05T07:30:00Z,refrigerator,87.156
2026-01-05T07:30:00Z,television,5.583
2026-01-05T07:30:00Z,game_console,0.0
2026-01-05T07:30:00Z,printer,2.488
2026-01-05T07:35:00Z,refrigerator,87.008
2026-01-05T07:35:00Z,television,5.339
2026-01-05T07:35:00Z,game_console,0.746
2026-01-05T07:35:00Z,printer,1.909
2026-01-05T07:40:00Z,refrigerator,87.045
2026-01-05T07:40:00Z,television,5.384
2026-01-05T07:40:00Z,game_console,0.62
2026-01-05T07:40:00Z,printer,1.857
2026-01-05T07:45:00Z,refrigerator,87.924
2026-01-05T07:45:00Z,television,5.611
2026-01-05T07:45:00Z,game_console,0.676
2026-01-05T07:45:00Z,printer,2.125
2026-01-05T07:50:00Z,refrigerator,86.819
2026-01-05T07:50:00Z,television,5.365
2026-01-05T07:50:00Z,game_console,0.436
2026-01-05T07:50:00Z,printer,2.145
2026-01-05T07:55:00Z,refrigerator,3.331
2026-01-05T07:55:00Z,television,5.318
2026-01-05T07:55:00Z,game_console,0.381
2026-01-05T07:55:00Z,printer,2.235
2026-01-05T08:00:00Z,refrigerator,3.248
2026-01-05T08:00:00Z,television,5.58
2026-01-05T08:00:00Z,game_console,0.691
2026-01-05T08:00:00Z,printer,1.865
2026-01-05T08:05:00Z,refrigerator,3.782
2026-01-05T08:05:00Z,television,4.84
2026-01-05T08:05:00Z,game_console,0.322
2026-01-05T08:05:00Z,printer,2.002
2026-01-05T08:10:00Z,refrigerator,2.64
2026-01-05T08:10:00Z,television,5.058
2026-01-05T08:10:00Z,game_console,0.354
2026-01-05T08:10:00Z,printer,1.924
2026-01-05T08:15:00Z,refrigerator,2.606
2026-01-05T08:15:00Z,television,5.139
2026-01-05T08:15:00Z,game_console,0.286
2026-01-05T08:15:00Z,printer,2.221
2026-01-05T08:20:00Z,refrigerator,2.066
2026-01-05T08:20:00Z,television,5.282
2026-01-05T08:20:00Z,game_console,0.805
2026-01-05T08:20:00Z,printer,2.367
2026-01-05T08:25:00Z,refrigerator,3.238
2026-01-05T08:25:00Z,television,5.628
2026-01-05T08:25:00Z,game_console,0.28
2026-01-05T08:25:00Z,printer,1.974
2026-01-05T08:30:00Z,refrigerator,3.37
2026-01-05T08:30:00Z,television,4.842
2026-01-05T08:30:00Z,game_console,0.173
2026-01-05T08:30:00Z,printer,2.388
2026-01-05T08:35:00Z,refrigerator,3.122
2026-01-05T08:35:00Z,television,4.744
2026-01-05T08:35:00Z,game_console,0.117
2026-01-05T08:35:00Z,printer,2.364
2026-01-05T08:40:00Z,refrigerator,3.46
2026-01-05T08:40:00Z,television,5.758
2026-01-05T08:40:00Z,game_console,0.639
2026-01-05T08:40:00Z,printer,2.049
2026-01-05T08:45:00Z,refrigerator,3.586
2026-01-05T08:45:00Z,television,5.734
2026-01-05T08:45:00Z,game_console,0.782
2026-01-05T08:45:00Z,printer,2.489
2026-01-05T08:50:00Z,refrigerator,2.248
2026-01-05T08:50:00Z,television,4.85
2026-01-05T08:50:00Z,game_console,0.073
2026-01-05T08:50:00Z,printer,2.421
2026-01-05T08:55:00Z,refrigerator,3.564
2026-01-05T08:55:00Z,television,5.281
2026-01-05T08:55:00Z,game_console,0.096
2026-01-05T08:55:00Z,printer,2.138
2026-01-05T09:00:00Z,refrigerator,88.457
2026-01-05T09:00:00Z,television,4.545
2026-01-05T09:00:00Z,game_console,0.791
2026-01-05T09:00:00Z,printer,2.343
2026-01-05T09:05:00Z,refrigerator,88.946
2026-01-05T09:05:00Z,television,5.828
2026-01-05T09:05:00Z,game_console,0.415
2026-01-05T09:05:00Z,printer,2.061
2026-01-05T09:10:00Z,refrigerator,87.711
2026-01-05T09:10:00Z,television,5.183
2026-01-05T09:10:00Z,game_console,0.505
2026-01-05T09:10:00Z,printer,2.042
2026-01-05T09:15:00Z,refrigerator,87.493
2026-01-05T09:15:00Z,television,5.218
2026-01-05T09:15:00Z,game_console,0.639
2026-01-05T09:15:00Z,printer,1.86
2026-01-05T09:20:00Z,refrigerator,88.964
2026-01-05T09:20:00Z,television,5.41
2026-01-05T09:20:00Z,game_console,0.401
2026-01-05T09:20:00Z,printer,2.238
2026-01-05T09:25:00Z,refrigerator,3.874
2026-01-05T09:25:00Z,television,5.101
2026-01-05T09:25:00Z,game_console,0.225
2026-01-05T09:25:00Z,printer,1.913
2026-01-05T09:30:00Z,refrigerator,2.702
2026-01-05T09:30:00Z,television,4.585
2026-01-05T09:30:00Z,game_console,0.155
2026-01-05T09:30:00Z,printer,2.299
2026-01-05T09:35:00Z,refrigerator,2.759
2026-01-05T09:35:00Z,television,5.775
2026-01-05T09:35:00Z,game_console,0.369
2026-01-05T09:35:00Z,printer,2.435
2026-01-05T09:40:00Z,refrigerator,2.398
2026-01-05T09:40:00Z,television,5.869
2026-01-05T09:40:00Z,game_console,0.752
2026-01-05T09:40:00Z,printer,2.483
2026-01-05T09:45:00Z,refrigerator,3.833
2026-01-05T09:45:00Z,television,5.226
2026-01-05T09:45:00Z,game_console,0.055
2026-01-05T09:45:00Z,printer,2.44
2026-01-05T09:50:00Z,refrigerator,4.196
2026-01-05T09:50:00Z,television,5.14
2026-01-05T09:50:00Z,game_console,0.666
2026-01-05T09:50:00Z,printer,2.288
2026-01-05T09:55:00Z,refrigerator,3.748
2026-01-05T09:55:00Z,television,5.772
2026-01-05T09:55:00Z,game_console,0.55
2026-01-05T09:55:00Z,printer,1.951
2026-01-05T10:00:00Z,refrigerator,2.952
2026-01-05T10:00:00Z,television,5.259
2026-01-05T10:00:00Z,game_console,0.126
2026-01-05T10:00:00Z,printer,2.344
2026-01-05T10:05:00Z,refrigerator,2.686
2026-01-05T10:05:00Z,television,4.623
2026-01-05T10:05:00Z,game_console,0.259
2026-01-05T10:05:00Z,printer,2.364
2026-01-05T10:10:00Z,refrigerator,3.425
2026-01-05T10:10:00Z,television,4.953
2026-01-05T10:10:00Z,game_console,0.319
2026-01-05T10:10:00Z,printer,2.333
2026-01-05T10:15:00Z,refrigerator,3.94
2026-01-05T10:15:00Z,television,4.651
2026-01-05T10:15:00Z,game_console,0.097
2026-01-05T10:15:00Z,printer,2.14
2026-01-05T10:20:00Z,refrigerator,2.423
2026-01-05T10:20:00Z,television,4.753
2026-01-05T10:20:00Z,game_console,0.202
2026-01-05T10:20:00Z,printer,1.949
2026-01-05T10:25:00Z,refrigerator,1.989
2026-01-05T10:25:00Z,television,5.098
2026-01-05T10:25:00Z,game_console,0.337
2026-01-05T10:25:00Z,printer,2.282
2026-01-05T10:30:00Z,refrigerator,89.035
2026-01-05T10:30:00Z,television,5.816
2026-01-05T10:30:00Z,game_console,0.377
2026-01-05T10:30:00Z,printer,2.046
2026-01-05T10:35:00Z,refrigerator,88.283
2026-01-05T10:35:00Z,television,5.121
2026-01-05T10:35:00Z,game_console,0.491
2026-01-05T10:35:00Z,printer,2.5
2026-01-05T10:40:00Z,refrigerator,88.623
2026-01-05T10:40:00Z,television,5.881
2026-01-05T10:40:00Z,game_console,0.712
2026-01-05T10:40:00Z,printer,2.386
2026-01-05T10:45:00Z,refrigerator,89.188
2026-01-05T10:45:00Z,television,5.531
2026-01-05T10:45:00Z,game_console,0.648
2026-01-05T10:45:00Z,printer,2.321
2026-01-05T10:50:00Z,refrigerator,89.125
2026-01-05T10:50:00Z,television,5.244
2026-01-05T10:50:00Z,game_console,0.291
2026-01-05T10:50:00Z,printer,2.28
2026-01-05T10:55:00Z,refrigerator,2.358
2026-01-05T10:55:00Z,television,5.602
2026-01-05T10:55:00Z,game_console,0.422
2026-01-05T10:55:00Z,printer,2.101
2026-01-05T11:00:00Z,refrigerator,3.524
2026-01-05T11:00:00Z,television,5.494
2026-01-05T11:00:00Z,game_console,0.512
2026-01-05T11:00:00Z,printer,2.07
2026-01-05T11:05:00Z,refrigerator,3.146
2026-01-05T11:05:00Z,television,4.517
2026-01-05T11:05:00Z,game_console,0.308
2026-01-05T11:05:00Z,printer,1.866
2026-01-05T11:10:00Z,refrigerator,3.329
2026-01-05T11:10:00Z,television,4.609
2026-01-05T11:10:00Z,game_console,0.132
2026-01-05T11:10:00Z,printer,2.396
2026-01-05T11:15:00Z,refrigerator,3.596
2026-01-05T11:15:00Z,television,4.811
2026-01-05T11:15:00Z,game_console,0.0
2026-01-05T11:15:00Z,printer,2.52
2026-01-05T11:20:00Z,refrigerator,2.934
2026-01-05T11:20:00Z,television,4.581
2026-01-05T11:20:00Z,game_console,0.425
2026-01-05T11:20:00Z,printer,2.422
2026-01-05T11:25:00Z,refrigerator,3.326
2026-01-05T11:25:00Z,television,4.905
2026-01-05T11:25:00Z,game_console,0.415
2026-01-05T11:25:00Z,printer,2.107
2026-01-05T11:30:00Z,refrigerator,4.169
2026-01-05T11:30:00Z,television,5.615
2026-01-05T11:30:00Z,game_console,0.108
2026-01-05T11:30:00Z,printer,2.278
2026-01-05T11:35:00Z,refrigerator,3.836
2026-01-05T11:35:00Z,television,4.785
2026-01-05T11:35:00Z,game_console,0.042
2026-01-05T11:35:00Z,printer,2.249
2026-01-05T11:40:00Z,refrigerator,3.433
2026-01-05T11:40:00Z,television,5.093
2026-01-05T11:40:00Z,game_console,0.441
2026-01-05T11:40:00Z,printer,2.269
2026-01-05T11:45:00Z,refrigerator,3.574
2026-01-05T11:45:00Z,television,4.638
2026-01-05T11:45:00Z,game_console,0.239
2026-01-05T11:45:00Z,printer,1.954
2026-01-05T11:50:00Z,refrigerator,2.433
2026-01-05T11:50:00Z,television,5.779
2026-01-05T11:50:00Z,game_console,0.522
2026-01-05T11:50:00Z,printer,2.433
2026-01-05T11:55:00Z,refrigerator,2.869
2026-01-05T11:55:00Z,television,4.801
2026-01-05T11:55:00Z,game_console,0.0
2026-01-05T11:55:00Z,printer,2.392
2026-01-05T12:00:00Z,refrigerator,88.867
2026-01-05T12:00:00Z,television,5.524
2026-01-05T12:00:00Z,game_console,0.121
2026-01-05T12:00:00Z,printer,18.184
2026-01-05T12:05:00Z,refrigerator,88.938
2026-01-05T12:05:00Z,television,4.93
2026-01-05T12:05:00Z,game_console,0.396
2026-01-05T12:05:00Z,printer,18.339
2026-01-05T12:10:00Z,refrigerator,87.281
2026-01-05T12:10:00Z,television,5.413
2026-01-05T12:10:00Z,game_console,0.677
2026-01-05T12:10:00Z,printer,18.047
2026-01-05T12:15:00Z,refrigerator,88.998
2026-01-05T12:15:00Z,television,5.2
2026-01-05T12:15:00Z,game_console,0.062
2026-01-05T12:15:00Z,printer,17.903
2026-01-05T12:20:00Z,refrigerator,87.555
2026-01-05T12:20:00Z,television,5.211
2026-01-05T12:20:00Z,game_console,0.275
2026-01-05T12:20:00Z,printer,2.431
2026-01-05T12:25:00Z,refrigerator,3.402
2026-01-05T12:25:00Z,television,5.619
2026-01-05T12:25:00Z,game_console,0.5
2026-01-05T12:25:00Z,printer,1.9
2026-01-05T12:30:00Z,refrigerator,2.33
2026-01-05T12:30:00Z,television,4.675
2026-01-05T12:30:00Z,game_console,0.616
2026-01-05T12:30:00Z,printer,2.103
2026-01-05T12:35:00Z,refrigerator,3.877
2026-01-05T12:35:00Z,television,5.748
2026-01-05T12:35:00Z,game_console,0.752
2026-01-05T12:35:00Z,printer,2.312
2026-01-05T12:40:00Z,refrigerator,2.469
2026-01-05T12:40:00Z,television,4.614
2026-01-05T12:40:00Z,game_console,0.392
2026-01-05T12:40:00Z,printer,2.409
2026-01-05T12:45:00Z,refrigerator,4.015
2026-01-05T12:45:00Z,television,4.608
